EmployeeNumber,JobRole,num_skill_gaps,precision@1,recall@1,mrr@1,precision@3,recall@3,mrr@3,precision@5,recall@5,mrr@5
1640,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1641,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1642,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1644,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1645,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1646,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1647,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1648,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1649,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1650,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1651,Healthcare Representative,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1653,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1654,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1655,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1656,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1657,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1658,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1659,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1661,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1662,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1664,Healthcare Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1665,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1666,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1667,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1668,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1669,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1670,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1671,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1673,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1674,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1675,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1676,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1677,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1678,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1680,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1681,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1682,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1683,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1684,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1687,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1689,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1691,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1692,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1693,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1694,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1696,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1697,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1698,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1700,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1701,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1702,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1703,Healthcare Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1704,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1706,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1707,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1708,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1709,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1710,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1712,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1714,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1716,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1718,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1719,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1720,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1721,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1722,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1724,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1725,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1727,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1728,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1729,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1731,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1732,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1733,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1734,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1735,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1736,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1737,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1739,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1740,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1744,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1745,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1746,Human Resources,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1747,Human Resources,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1749,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1751,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1752,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1753,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1754,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1755,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1756,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1757,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1758,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1760,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1761,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1762,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1763,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1764,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1766,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1767,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1768,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1770,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1771,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1772,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1774,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1775,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1778,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1779,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1780,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1782,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1783,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1784,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1786,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1787,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1789,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1790,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1792,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1794,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1797,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1798,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1799,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1800,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1801,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1802,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1803,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1804,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1805,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1807,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1809,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1812,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1813,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1814,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1815,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1816,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1818,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1821,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1822,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1823,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1824,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1826,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1827,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1829,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1830,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1833,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1834,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1835,Sales Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1836,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1837,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1839,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1842,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1844,Human Resources,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1845,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1847,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1849,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1850,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1852,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1853,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1854,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1856,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1857,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1858,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1859,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1860,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1862,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1863,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1864,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1865,Human Resources,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1866,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1867,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1868,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1869,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1870,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1871,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1873,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1875,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1876,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1878,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1880,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1881,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1882,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1883,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1885,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1886,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1888,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1890,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1892,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1893,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1898,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1900,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1903,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1905,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1907,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1908,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1909,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1911,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1912,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1915,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1916,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1918,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1922,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1924,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1927,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1928,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1929,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1931,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1932,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1933,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1934,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1935,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1936,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1937,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1938,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1939,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1940,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1941,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1943,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1944,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1945,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1947,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1948,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1949,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1950,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1951,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1952,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1954,Healthcare Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1955,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1956,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1960,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1961,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1962,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1965,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1966,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1967,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1968,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1969,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1970,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1971,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1972,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1973,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1974,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1975,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1976,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1979,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1980,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1981,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1982,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1985,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1986,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1987,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1989,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1992,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1993,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1994,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1995,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1996,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1997,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1998,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1999,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2000,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2007,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2008,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2009,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2010,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2012,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2013,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2014,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2017,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2018,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2019,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2020,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2021,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2023,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2024,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2025,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2026,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2027,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2031,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2032,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2034,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
2035,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
2036,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2037,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2038,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2040,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
