occupation_code,skill_name,importance_score
13-1161.00,Critical Thinking,4.0
13-1161.00,Active Learning,3.75
13-1161.00,Learning Strategies,2.88
13-1161.00,Monitoring,3.12
13-1161.01,Reading Comprehension,3.88
13-1161.01,Active Listening,3.75
13-1161.01,Writing,3.5
13-1161.01,Speaking,3.62
13-1161.01,Mathematics,2.75
13-1161.01,Science,1.25
13-1161.01,Critical Thinking,3.75
13-1161.01,Active Learning,3.75
13-1161.01,Learning Strategies,2.88
13-1161.01,Monitoring,3.38
13-1199.04,Reading Comprehension,4.0
13-1199.04,Active Listening,4.12
13-1199.04,Writing,4.0
13-1199.04,Speaking,4.0
13-1199.04,Mathematics,2.88
13-1199.04,Science,1.0
13-1199.04,Critical Thinking,4.12
13-1199.04,Active Learning,4.0
13-1199.04,Learning Strategies,3.25
13-1199.04,Monitoring,3.62
13-1199.05,Reading Comprehension,4.0
13-1199.05,Active Listening,3.88
13-1199.05,Writing,4.0
13-1199.05,Speaking,4.0
13-1199.05,Mathematics,2.88
13-1199.05,Science,2.25
13-1199.05,Critical Thinking,3.88
13-1199.05,Active Learning,3.25
13-1199.05,Learning Strategies,3.12
13-1199.05,Monitoring,3.5
13-1199.06,Reading Comprehension,3.62
13-1199.06,Active Listening,3.5
13-1199.06,Writing,3.38
13-1199.06,Speaking,3.5
13-1199.06,Mathematics,3.0
13-1199.06,Science,1.25
13-1199.06,Critical Thinking,3.5
13-1199.06,Active Learning,2.88
13-1199.06,Learning Strategies,2.38
13-1199.06,Monitoring,3.12
13-1199.07,Reading Comprehension,3.88
13-1199.07,Active Listening,4.12
13-1199.07,Writing,3.62
13-1199.07,Speaking,4.0
13-1199.07,Mathematics,2.5
13-1199.07,Science,1.5
13-1199.07,Critical Thinking,4.0
13-1199.07,Active Learning,3.25
13-1199.07,Learning Strategies,3.0
13-1199.07,Monitoring,3.62
13-2011.00,Reading Comprehension,3.88
13-2011.00,Active Listening,3.5
13-2011.00,Writing,3.5
13-2011.00,Speaking,3.38
13-2011.00,Mathematics,3.38
13-2011.00,Science,1.25
13-2011.00,Critical Thinking,3.5
13-2011.00,Active Learning,3.25
13-2011.00,Learning Strategies,2.75
13-2011.00,Monitoring,3.25
13-2022.00,Reading Comprehension,3.88
13-2022.00,Active Listening,3.38
13-2022.00,Writing,3.5
13-2022.00,Speaking,3.38
13-2022.00,Mathematics,2.88
13-2022.00,Science,1.38
13-2022.00,Critical Thinking,3.62
13-2022.00,Active Learning,3.12
13-2022.00,Learning Strategies,2.5
13-2022.00,Monitoring,2.88
13-2023.00,Reading Comprehension,3.62
13-2023.00,Active Listening,3.5
13-2023.00,Writing,3.38
13-2023.00,Speaking,3.38
13-2023.00,Mathematics,2.62
13-2023.00,Science,1.12
13-2023.00,Critical Thinking,3.5
13-2023.00,Active Learning,2.75
13-2023.00,Learning Strategies,2.38
13-2023.00,Monitoring,2.88
13-2031.00,Reading Comprehension,3.75
13-2031.00,Active Listening,3.75
13-2031.00,Writing,3.12
13-2031.00,Speaking,3.75
13-2031.00,Mathematics,3.88
13-2031.00,Science,1.25
13-2031.00,Critical Thinking,3.88
13-2031.00,Active Learning,3.25
13-2031.00,Learning Strategies,2.5
13-2031.00,Monitoring,3.12
13-2041.00,Reading Comprehension,3.62
13-2041.00,Active Listening,3.5
13-2041.00,Writing,3.12
13-2041.00,Speaking,3.62
13-2041.00,Mathematics,3.38
13-2041.00,Science,1.38
13-2041.00,Critical Thinking,3.88
13-2041.00,Active Learning,3.62
13-2041.00,Learning Strategies,2.38
13-2041.00,Monitoring,3.0
13-2052.00,Reading Comprehension,4.12
13-2052.00,Active Listening,4.12
13-2052.00,Writing,3.88
13-2052.00,Speaking,4.0
13-2052.00,Mathematics,3.62
13-2052.00,Science,1.38
13-2052.00,Critical Thinking,3.75
13-2052.00,Active Learning,3.25
13-2052.00,Learning Strategies,3.0
13-2052.00,Monitoring,3.12
13-2053.00,Reading Comprehension,3.75
13-2053.00,Active Listening,3.75
13-2053.00,Writing,3.75
13-2053.00,Speaking,3.62
13-2053.00,Mathematics,2.88
13-2053.00,Science,1.38
13-2053.00,Critical Thinking,3.75
13-2053.00,Active Learning,3.12
13-2053.00,Learning Strategies,2.75
13-2053.00,Monitoring,3.0
13-2061.00,Reading Comprehension,4.12
13-2061.00,Active Listening,4.0
13-2061.00,Writing,4.0
13-2061.00,Speaking,4.0
13-2061.00,Mathematics,3.62
13-2061.00,Science,1.25
13-2061.00,Critical Thinking,4.12
13-2061.00,Active Learning,3.62
13-2061.00,Learning Strategies,3.38
13-2061.00,Monitoring,3.88
13-2071.00,Reading Comprehension,3.88
13-2071.00,Active Listening,3.88
13-2071.00,Writing,3.75
13-2071.00,Speaking,3.88
13-2071.00,Mathematics,3.12
13-2071.00,Science,1.0
13-2071.00,Critical Thinking,3.88
13-2071.00,Active Learning,3.75
13-2071.00,Learning Strategies,3.12
13-2071.00,Monitoring,3.0
13-2072.00,Reading Comprehension,3.88
13-2072.00,Active Listening,4.0
13-2072.00,Writing,3.38
13-2072.00,Speaking,4.0
13-2072.00,Mathematics,3.25
13-2072.00,Science,1.0
13-2072.00,Critical Thinking,3.75
13-2072.00,Active Learning,3.12
13-2072.00,Learning Strategies,2.75
13-2072.00,Monitoring,2.88
13-2081.00,Reading Comprehension,4.0
13-2081.00,Active Listening,4.0
13-2081.00,Writing,3.25
13-2081.00,Speaking,4.0
13-2081.00,Mathematics,3.25
13-2081.00,Science,1.0
13-2081.00,Critical Thinking,3.88
13-2081.00,Active Learning,3.25
13-2081.00,Learning Strategies,2.88
13-2081.00,Monitoring,3.25
13-2082.00,Reading Comprehension,4.0
13-2082.00,Active Listening,3.88
13-2082.00,Writing,3.0
13-2082.00,Speaking,3.12
13-2082.00,Mathematics,3.0
13-2082.00,Science,1.0
13-2082.00,Critical Thinking,3.5
13-2082.00,Active Learning,3.12
13-2082.00,Learning Strategies,2.75
13-2082.00,Monitoring,3.0
13-2099.01,Reading Comprehension,4.0
13-2099.01,Active Listening,3.75
13-2099.01,Writing,3.5
13-2099.01,Speaking,3.75
13-2099.01,Mathematics,4.38
13-2099.01,Science,1.88
13-2099.01,Critical Thinking,4.12
13-2099.01,Active Learning,3.75
13-2099.01,Learning Strategies,3.0
13-2099.01,Monitoring,3.0
13-2099.04,Reading Comprehension,4.12
13-2099.04,Active Listening,4.25
13-2099.04,Writing,4.25
13-2099.04,Speaking,4.12
13-2099.04,Mathematics,3.12
13-2099.04,Science,1.0
13-2099.04,Critical Thinking,4.0
13-2099.04,Active Learning,3.88
13-2099.04,Learning Strategies,3.0
13-2099.04,Monitoring,3.12
15-1211.00,Reading Comprehension,3.88
15-1211.00,Active Listening,3.75
15-1211.00,Writing,3.38
15-1211.00,Speaking,4.0
15-1211.00,Mathematics,3.0
15-1211.00,Science,2.25
15-1211.00,Critical Thinking,3.75
15-1211.00,Active Learning,3.62
15-1211.00,Learning Strategies,3.12
15-1211.00,Monitoring,3.38
15-1211.01,Reading Comprehension,4.38
15-1211.01,Active Listening,4.0
15-1211.01,Writing,4.0
15-1211.01,Speaking,4.0
15-1211.01,Mathematics,3.0
15-1211.01,Science,2.12
15-1211.01,Critical Thinking,4.0
15-1211.01,Active Learning,3.75
15-1211.01,Learning Strategies,3.75
15-1211.01,Monitoring,3.62
15-1212.00,Reading Comprehension,4.0
15-1212.00,Active Listening,3.75
15-1212.00,Writing,3.5
15-1212.00,Speaking,3.62
15-1212.00,Mathematics,2.25
15-1212.00,Science,1.88
15-1212.00,Critical Thinking,3.88
15-1212.00,Active Learning,3.25
15-1212.00,Learning Strategies,2.88
15-1212.00,Monitoring,3.38
15-1221.00,Reading Comprehension,3.75
15-1221.00,Active Listening,3.75
15-1221.00,Writing,3.38
15-1221.00,Speaking,3.5
15-1221.00,Mathematics,3.38
15-1221.00,Science,3.12
15-1221.00,Critical Thinking,4.0
15-1221.00,Active Learning,3.5
15-1221.00,Learning Strategies,3.0
15-1221.00,Monitoring,3.12
15-1231.00,Reading Comprehension,3.38
15-1231.00,Active Listening,3.5
15-1231.00,Writing,3.0
15-1231.00,Speaking,3.25
15-1231.00,Mathematics,2.12
15-1231.00,Science,1.88
15-1231.00,Critical Thinking,3.75
15-1231.00,Active Learning,3.25
15-1231.00,Learning Strategies,2.62
15-1231.00,Monitoring,3.25
15-1232.00,Reading Comprehension,4.0
15-1232.00,Active Listening,4.0
15-1232.00,Writing,3.5
15-1232.00,Speaking,4.0
15-1232.00,Mathematics,2.25
15-1232.00,Science,1.75
15-1232.00,Critical Thinking,3.75
15-1232.00,Active Learning,3.12
15-1232.00,Learning Strategies,3.12
15-1232.00,Monitoring,3.12
15-1241.00,Reading Comprehension,4.0
15-1241.00,Active Listening,3.75
15-1241.00,Writing,3.62
15-1241.00,Speaking,3.5
15-1241.00,Mathematics,3.0
15-1241.00,Science,2.12
15-1241.00,Critical Thinking,4.12
15-1241.00,Active Learning,3.25
15-1241.00,Learning Strategies,3.0
15-1241.00,Monitoring,3.12
15-1241.01,Reading Comprehension,3.88
15-1241.01,Active Listening,3.62
15-1241.01,Writing,3.38
15-1241.01,Speaking,3.25
15-1241.01,Mathematics,2.88
15-1241.01,Science,1.62
15-1241.01,Critical Thinking,3.88
15-1241.01,Active Learning,3.25
15-1241.01,Learning Strategies,3.0
15-1241.01,Monitoring,3.25
15-1242.00,Reading Comprehension,3.75
15-1242.00,Active Listening,3.75
15-1242.00,Writing,3.25
15-1242.00,Speaking,3.38
15-1242.00,Mathematics,3.0
15-1242.00,Science,2.0
15-1242.00,Critical Thinking,3.88
15-1242.00,Active Learning,3.5
15-1242.00,Learning Strategies,3.0
15-1242.00,Monitoring,3.25
15-1243.00,Reading Comprehension,3.88
15-1243.00,Active Listening,3.5
15-1243.00,Writing,3.12
15-1243.00,Speaking,3.5
15-1243.00,Mathematics,3.0
15-1243.00,Science,1.88
15-1243.00,Critical Thinking,3.88
15-1243.00,Active Learning,3.25
15-1243.00,Learning Strategies,2.88
15-1243.00,Monitoring,3.12
15-1243.01,Reading Comprehension,3.88
15-1243.01,Active Listening,3.5
15-1243.01,Writing,3.25
15-1243.01,Speaking,3.38
15-1243.01,Mathematics,3.0
15-1243.01,Science,1.88
15-1243.01,Critical Thinking,3.88
15-1243.01,Active Learning,3.0
15-1243.01,Learning Strategies,2.62
15-1243.01,Monitoring,2.88
15-1244.00,Reading Comprehension,3.88
15-1244.00,Active Listening,4.0
15-1244.00,Writing,3.0
15-1244.00,Speaking,3.25
15-1244.00,Mathematics,2.75
15-1244.00,Science,2.12
15-1244.00,Critical Thinking,3.88
15-1244.00,Active Learning,3.12
15-1244.00,Learning Strategies,3.0
15-1244.00,Monitoring,3.88
15-1251.00,Reading Comprehension,3.38
15-1251.00,Active Listening,3.75
15-1251.00,Writing,3.25
15-1251.00,Speaking,3.12
15-1251.00,Mathematics,3.12
15-1251.00,Science,2.75
15-1251.00,Critical Thinking,3.75
15-1251.00,Active Learning,3.12
15-1251.00,Learning Strategies,2.38
15-1251.00,Monitoring,3.0
15-1252.00,Reading Comprehension,3.5
15-1252.00,Active Listening,3.38
15-1252.00,Writing,3.25
15-1252.00,Speaking,3.12
15-1252.00,Mathematics,2.75
15-1252.00,Science,2.12
15-1252.00,Critical Thinking,3.88
15-1252.00,Active Learning,3.5
15-1252.00,Learning Strategies,2.62
15-1252.00,Monitoring,3.0
15-1253.00,Reading Comprehension,4.0
15-1253.00,Active Listening,3.88
15-1253.00,Writing,3.75
15-1253.00,Speaking,3.88
15-1253.00,Mathematics,2.75
15-1253.00,Science,2.75
15-1253.00,Critical Thinking,3.88
15-1253.00,Active Learning,3.12
15-1253.00,Learning Strategies,2.88
15-1253.00,Monitoring,3.62
15-1254.00,Reading Comprehension,3.62
15-1254.00,Active Listening,3.5
15-1254.00,Writing,3.12
15-1254.00,Speaking,3.25
15-1254.00,Mathematics,2.75
15-1254.00,Science,2.0
15-1254.00,Critical Thinking,3.75
15-1254.00,Active Learning,3.5
15-1254.00,Learning Strategies,2.88
15-1254.00,Monitoring,3.0
15-1255.00,Reading Comprehension,3.75
15-1255.00,Active Listening,3.38
15-1255.00,Writing,3.12
15-1255.00,Speaking,3.12
15-1255.00,Mathematics,2.38
15-1255.00,Science,1.88
15-1255.00,Critical Thinking,3.5
15-1255.00,Active Learning,3.38
15-1255.00,Learning Strategies,2.62
15-1255.00,Monitoring,3.12
15-1255.01,Reading Comprehension,3.75
15-1255.01,Active Listening,3.88
15-1255.01,Writing,3.25
15-1255.01,Speaking,3.12
15-1255.01,Mathematics,2.88
15-1255.01,Science,1.38
15-1255.01,Critical Thinking,3.75
15-1255.01,Active Learning,3.5
15-1255.01,Learning Strategies,2.88
15-1255.01,Monitoring,3.12
15-1299.01,Reading Comprehension,3.88
15-1299.01,Active Listening,3.75
15-1299.01,Writing,3.25
15-1299.01,Speaking,3.25
15-1299.01,Mathematics,2.12
15-1299.01,Science,2.12
15-1299.01,Critical Thinking,4.0
15-1299.01,Active Learning,3.12
15-1299.01,Learning Strategies,3.0
15-1299.01,Monitoring,3.38
15-1299.02,Reading Comprehension,3.88
15-1299.02,Active Listening,3.5
15-1299.02,Writing,3.38
15-1299.02,Speaking,3.38
15-1299.02,Mathematics,2.62
15-1299.02,Science,2.38
15-1299.02,Critical Thinking,3.62
15-1299.02,Active Learning,3.12
15-1299.02,Learning Strategies,2.62
15-1299.02,Monitoring,3.38
15-1299.03,Reading Comprehension,3.88
15-1299.03,Active Listening,3.75
15-1299.03,Writing,3.75
15-1299.03,Speaking,3.12
15-1299.03,Mathematics,2.25
15-1299.03,Science,1.25
15-1299.03,Critical Thinking,3.75
15-1299.03,Active Learning,3.25
15-1299.03,Learning Strategies,3.0
15-1299.03,Monitoring,3.62
15-1299.04,Reading Comprehension,4.0
15-1299.04,Active Listening,3.88
15-1299.04,Writing,4.0
15-1299.04,Speaking,3.38
15-1299.04,Mathematics,2.5
15-1299.04,Science,1.5
15-1299.04,Critical Thinking,4.38
15-1299.04,Active Learning,3.62
15-1299.04,Learning Strategies,2.88
15-1299.04,Monitoring,3.5
15-1299.05,Reading Comprehension,4.12
15-1299.05,Active Listening,3.88
15-1299.05,Writing,3.62
15-1299.05,Speaking,3.5
15-1299.05,Mathematics,2.38
15-1299.05,Science,1.75
15-1299.05,Critical Thinking,4.0
15-1299.05,Active Learning,3.25
15-1299.05,Learning Strategies,2.88
15-1299.05,Monitoring,3.62
15-1299.06,Reading Comprehension,3.75
15-1299.06,Active Listening,3.5
15-1299.06,Writing,3.5
15-1299.06,Speaking,3.5
15-1299.06,Mathematics,2.5
15-1299.06,Science,1.62
15-1299.06,Critical Thinking,3.25
15-1299.06,Active Learning,3.38
15-1299.06,Learning Strategies,2.88
15-1299.06,Monitoring,3.25
15-1299.07,Reading Comprehension,4.0
15-1299.07,Active Listening,3.75
15-1299.07,Writing,3.25
15-1299.07,Speaking,3.25
15-1299.07,Mathematics,3.12
15-1299.07,Science,2.38
15-1299.07,Critical Thinking,3.75
15-1299.07,Active Learning,3.5
15-1299.07,Learning Strategies,2.62
15-1299.07,Monitoring,3.12
15-1299.08,Reading Comprehension,4.0
15-1299.08,Active Listening,4.0
15-1299.08,Writing,3.88
15-1299.08,Speaking,3.88
15-1299.08,Mathematics,3.0
15-1299.08,Science,3.0
15-1299.08,Critical Thinking,4.0
15-1299.08,Active Learning,3.62
15-1299.08,Learning Strategies,3.0
15-1299.08,Monitoring,3.5
15-1299.09,Reading Comprehension,4.0
15-1299.09,Active Listening,4.0
15-1299.09,Writing,4.0
15-1299.09,Speaking,3.88
15-1299.09,Mathematics,2.88
15-1299.09,Science,2.12
15-1299.09,Critical Thinking,4.12
15-1299.09,Active Learning,3.38
15-1299.09,Learning Strategies,3.0
15-1299.09,Monitoring,3.62
15-2011.00,Reading Comprehension,4.12
15-2011.00,Active Listening,4.0
15-2011.00,Writing,3.88
15-2011.00,Speaking,3.88
15-2011.00,Mathematics,4.38
15-2011.00,Science,1.88
15-2011.00,Critical Thinking,4.0
15-2011.00,Active Learning,3.38
15-2011.00,Learning Strategies,2.75
15-2011.00,Monitoring,3.0
15-2021.00,Reading Comprehension,4.0
15-2021.00,Active Listening,3.38
15-2021.00,Writing,3.62
15-2021.00,Speaking,3.25
15-2021.00,Mathematics,5.0
15-2021.00,Science,3.62
15-2021.00,Critical Thinking,4.12
15-2021.00,Active Learning,4.0
15-2021.00,Learning Strategies,3.25
15-2021.00,Monitoring,3.0
15-2031.00,Reading Comprehension,4.0
15-2031.00,Active Listening,4.0
15-2031.00,Writing,4.0
15-2031.00,Speaking,4.0
15-2031.00,Mathematics,4.5
15-2031.00,Science,3.25
15-2031.00,Critical Thinking,4.0
15-2031.00,Active Learning,3.88
15-2031.00,Learning Strategies,3.0
15-2031.00,Monitoring,2.88
15-2041.00,Reading Comprehension,4.0
15-2041.00,Active Listening,3.88
15-2041.00,Writing,3.75
15-2041.00,Speaking,3.88
15-2041.00,Mathematics,4.88
15-2041.00,Science,3.5
15-2041.00,Critical Thinking,4.0
15-2041.00,Active Learning,3.75
15-2041.00,Learning Strategies,3.12
15-2041.00,Monitoring,3.0
15-2041.01,Reading Comprehension,4.0
15-2041.01,Active Listening,3.88
15-2041.01,Writing,3.88
15-2041.01,Speaking,4.0
15-2041.01,Mathematics,4.62
15-2041.01,Science,4.0
15-2041.01,Critical Thinking,4.0
15-2041.01,Active Learning,4.0
15-2041.01,Learning Strategies,3.38
15-2041.01,Monitoring,3.0
15-2051.00,Reading Comprehension,3.88
15-2051.00,Active Listening,3.5
15-2051.00,Writing,3.5
15-2051.00,Speaking,3.62
15-2051.00,Mathematics,4.38
15-2051.00,Science,2.5
15-2051.00,Critical Thinking,4.25
15-2051.00,Active Learning,3.62
15-2051.00,Learning Strategies,2.75
15-2051.00,Monitoring,3.25
15-2051.01,Reading Comprehension,4.0
15-2051.01,Active Listening,3.88
15-2051.01,Writing,3.75
15-2051.01,Speaking,3.88
15-2051.01,Mathematics,3.5
15-2051.01,Science,1.62
15-2051.01,Critical Thinking,3.88
15-2051.01,Active Learning,3.88
15-2051.01,Learning Strategies,3.0
15-2051.01,Monitoring,3.12
15-2051.02,Reading Comprehension,3.88
15-2051.02,Active Listening,3.88
15-2051.02,Writing,3.75
15-2051.02,Speaking,3.88
15-2051.02,Mathematics,3.5
15-2051.02,Science,2.38
15-2051.02,Critical Thinking,4.0
15-2051.02,Active Learning,3.62
15-2051.02,Learning Strategies,2.88
15-2051.02,Monitoring,3.62
15-2099.01,Reading Comprehension,3.75
15-2099.01,Active Listening,3.5
15-2099.01,Writing,3.5
15-2099.01,Speaking,3.38
15-2099.01,Mathematics,3.38
15-2099.01,Science,3.12
15-2099.01,Critical Thinking,3.5
15-2099.01,Active Learning,3.5
15-2099.01,Learning Strategies,2.75
15-2099.01,Monitoring,3.25
17-1011.00,Reading Comprehension,4.0
17-1011.00,Active Listening,3.88
17-1011.00,Writing,3.88
17-1011.00,Speaking,4.0
17-1011.00,Mathematics,3.5
17-1011.00,Science,2.88
17-1011.00,Critical Thinking,4.25
17-1011.00,Active Learning,3.75
17-1011.00,Learning Strategies,3.12
17-1011.00,Monitoring,3.88
17-1012.00,Reading Comprehension,4.12
17-1012.00,Active Listening,4.12
17-1012.00,Writing,3.62
17-1012.00,Speaking,4.12
17-1012.00,Mathematics,3.12
17-1012.00,Science,2.75
17-1012.00,Critical Thinking,3.88
17-1012.00,Active Learning,3.5
17-1012.00,Learning Strategies,2.88
17-1012.00,Monitoring,3.12
17-1021.00,Reading Comprehension,4.0
17-1021.00,Active Listening,3.38
17-1021.00,Writing,3.5
17-1021.00,Speaking,3.12
17-1021.00,Mathematics,2.88
17-1021.00,Science,1.88
17-1021.00,Critical Thinking,3.5
17-1021.00,Active Learning,3.25
17-1021.00,Learning Strategies,2.88
17-1021.00,Monitoring,3.12
17-1022.00,Reading Comprehension,3.88
17-1022.00,Active Listening,3.5
17-1022.00,Writing,3.75
17-1022.00,Speaking,3.62
17-1022.00,Mathematics,4.0
17-1022.00,Science,2.62
17-1022.00,Critical Thinking,3.75
17-1022.00,Active Learning,3.25
17-1022.00,Learning Strategies,3.12
17-1022.00,Monitoring,3.0
17-1022.01,Reading Comprehension,4.0
17-1022.01,Active Listening,3.88
17-1022.01,Writing,3.62
17-1022.01,Speaking,3.38
17-1022.01,Mathematics,4.12
17-1022.01,Science,3.12
17-1022.01,Critical Thinking,3.88
17-1022.01,Active Learning,3.38
17-1022.01,Learning Strategies,3.0
17-1022.01,Monitoring,3.38
17-2011.00,Reading Comprehension,4.12
17-2011.00,Active Listening,3.88
17-2011.00,Writing,4.0
17-2011.00,Speaking,3.88
17-2011.00,Mathematics,4.0
17-2011.00,Science,4.0
17-2011.00,Critical Thinking,4.12
17-2011.00,Active Learning,3.88
17-2011.00,Learning Strategies,3.12
17-2011.00,Monitoring,3.75
17-2021.00,Reading Comprehension,4.0
17-2021.00,Active Listening,4.0
17-2021.00,Writing,4.0
17-2021.00,Speaking,4.0
17-2021.00,Mathematics,3.75
17-2021.00,Science,3.38
17-2021.00,Critical Thinking,3.88
17-2021.00,Active Learning,3.25
17-2021.00,Learning Strategies,2.88
17-2021.00,Monitoring,3.25
17-2031.00,Reading Comprehension,4.0
17-2031.00,Active Listening,4.0
17-2031.00,Writing,4.0
17-2031.00,Speaking,4.0
17-2031.00,Mathematics,3.88
17-2031.00,Science,3.88
17-2031.00,Critical Thinking,3.88
17-2031.00,Active Learning,3.75
17-2031.00,Learning Strategies,3.25
17-2031.00,Monitoring,3.75
17-2041.00,Reading Comprehension,4.0
17-2041.00,Active Listening,3.25
17-2041.00,Writing,3.12
17-2041.00,Speaking,3.5
17-2041.00,Mathematics,3.75
17-2041.00,Science,4.12
17-2041.00,Critical Thinking,4.12
17-2041.00,Active Learning,3.88
17-2041.00,Learning Strategies,2.88
17-2041.00,Monitoring,3.12
17-2051.00,Reading Comprehension,3.88
17-2051.00,Active Listening,4.0
17-2051.00,Writing,3.25
17-2051.00,Speaking,3.88
17-2051.00,Mathematics,3.88
17-2051.00,Science,3.75
17-2051.00,Critical Thinking,3.88
17-2051.00,Active Learning,3.25
17-2051.00,Learning Strategies,2.88
17-2051.00,Monitoring,3.25
17-2051.01,Reading Comprehension,4.0
17-2051.01,Active Listening,3.75
17-2051.01,Writing,4.0
17-2051.01,Speaking,4.0
17-2051.01,Mathematics,3.88
17-2051.01,Science,3.0
17-2051.01,Critical Thinking,4.0
17-2051.01,Active Learning,3.25
17-2051.01,Learning Strategies,3.12
17-2051.01,Monitoring,3.25
17-2051.02,Reading Comprehension,4.0
17-2051.02,Active Listening,3.88
17-2051.02,Writing,4.0
17-2051.02,Speaking,3.75
17-2051.02,Mathematics,3.88
17-2051.02,Science,3.5
17-2051.02,Critical Thinking,4.0
17-2051.02,Active Learning,3.25
17-2051.02,Learning Strategies,3.12
17-2051.02,Monitoring,3.62
17-2061.00,Reading Comprehension,4.0
17-2061.00,Active Listening,3.88
17-2061.00,Writing,3.88
17-2061.00,Speaking,3.88
17-2061.00,Mathematics,3.25
17-2061.00,Science,2.88
17-2061.00,Critical Thinking,4.0
17-2061.00,Active Learning,3.75
17-2061.00,Learning Strategies,2.88
17-2061.00,Monitoring,3.12
17-2071.00,Reading Comprehension,4.0
17-2071.00,Active Listening,3.88
17-2071.00,Writing,4.12
17-2071.00,Speaking,3.88
17-2071.00,Mathematics,3.38
17-2071.00,Science,3.0
17-2071.00,Critical Thinking,4.0
17-2071.00,Active Learning,3.88
17-2071.00,Learning Strategies,3.0
17-2071.00,Monitoring,3.5
17-2072.00,Reading Comprehension,4.0
