EmployeeNumber,JobRole,occupation_title,required_count,has_count,gap_count,skill_gap
1545,Manufacturing Director,Industrial Production Managers,10,6,4,"Microsoft Outlook, Microsoft PowerPoint, Monitoring, Reading Comprehension"
1546,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Monitoring, Science, Writing"
1547,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,5,5,"Active Listening, Critical Thinking, Reading Comprehension, Salesforce software, Speaking"
1548,Sales Executive,Sales Managers,10,6,4,"Active Learning, Critical Thinking, Microsoft Outlook, Monitoring"
1549,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Reading Comprehension"
1550,Manager,General and Operations Managers,9,8,1,Microsoft Excel
1551,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Microsoft Outlook, Reading Comprehension"
1552,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Critical Thinking, Writing"
1553,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Critical Thinking, Microsoft Office software, Writing"
1554,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,8,1,Reading Comprehension
1555,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft PowerPoint, Writing"
1556,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Microsoft Office software, Salesforce software, Speaking, Writing"
1557,Sales Executive,Sales Managers,10,9,1,Active Listening
1558,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Critical Thinking, Writing"
1560,Sales Executive,Sales Managers,10,7,3,"Active Learning, Microsoft Excel, Microsoft Office software"
1562,Sales Executive,Sales Managers,10,5,5,"Active Learning, Microsoft Excel, Microsoft PowerPoint, Reading Comprehension, Speaking"
1563,Human Resources,Human Resources Specialists,10,6,4,"Applicant tracking software, Critical Thinking, Microsoft Office software, Reading Comprehension"
1564,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Monitoring"
1568,Sales Executive,Sales Managers,10,6,4,"Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension, Speaking"
1569,Laboratory Technician,Chemical Technicians,9,5,4,"Microsoft Excel, Microsoft Outlook, Reading Comprehension, Science"
1572,Manufacturing Director,Industrial Production Managers,10,6,4,"Critical Thinking, Learning Strategies, Monitoring, Speaking"
1573,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft Office software, Monitoring"
1574,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Excel, Microsoft Office software"
1576,Research Scientist,Natural Sciences Managers,9,8,1,Science
1577,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Office software, Monitoring, Science"
1578,Manager,General and Operations Managers,9,5,4,"Active Learning, Active Listening, Microsoft Office software, Reading Comprehension"
1580,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft PowerPoint, Reading Comprehension"
1581,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft PowerPoint, Monitoring, Writing"
1582,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Reading Comprehension, Speaking"
1583,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Critical Thinking, Microsoft Excel"
1585,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Microsoft PowerPoint"
1586,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Microsoft Office software"
1587,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Active Listening, Speaking"
1588,Sales Executive,Sales Managers,10,9,1,Speaking
1590,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Learning, Microsoft Excel, Microsoft Office software"
1591,Manager,General and Operations Managers,9,5,4,"Microsoft PowerPoint, Monitoring, Reading Comprehension, Speaking"
1592,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Science, Writing"
1594,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Office software
1595,Manager,General and Operations Managers,9,6,3,"Microsoft Excel, Microsoft PowerPoint, Monitoring"
1596,Laboratory Technician,Chemical Technicians,9,8,1,Science
1597,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Microsoft Outlook, Salesforce software, Writing"
1598,Sales Executive,Sales Managers,10,9,1,Microsoft Outlook
1599,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Excel
1601,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Outlook, Reading Comprehension"
1602,Manager,General and Operations Managers,9,8,1,Reading Comprehension
1604,Laboratory Technician,Chemical Technicians,9,8,1,Writing
1605,Research Scientist,Natural Sciences Managers,9,8,1,Reading Comprehension
1606,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Listening, Microsoft Excel, Speaking, Writing"
1607,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft Office software, Microsoft PowerPoint"
1608,Research Director,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft PowerPoint, Monitoring"
1609,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Office software, Science"
1611,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Monitoring, Reading Comprehension, Science"
1612,Sales Executive,Sales Managers,10,5,5,"Active Listening, Microsoft Outlook, Microsoft PowerPoint, Monitoring, Reading Comprehension"
1613,Sales Executive,Sales Managers,10,8,2,"Critical Thinking, Microsoft PowerPoint"
1614,Manufacturing Director,Industrial Production Managers,10,6,4,"Active Listening, Learning Strategies, Microsoft Outlook, Reading Comprehension"
1615,Manufacturing Director,Industrial Production Managers,10,7,3,"Learning Strategies, Microsoft PowerPoint, Monitoring"
1617,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Office software, Monitoring, Reading Comprehension"
1618,Manufacturing Director,Industrial Production Managers,10,9,1,Microsoft Office software
1619,Laboratory Technician,Chemical Technicians,9,8,1,Critical Thinking
1621,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft PowerPoint, Reading Comprehension, Science"
1622,Manufacturing Director,Industrial Production Managers,10,5,5,"Critical Thinking, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint"
1623,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Reading Comprehension"
1624,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Office software, Reading Comprehension"
1625,Manager,General and Operations Managers,9,8,1,Speaking
1627,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Excel, Microsoft Outlook"
1628,Manufacturing Director,Industrial Production Managers,10,8,2,"Critical Thinking, Microsoft PowerPoint"
1630,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,5,5,"Active Listening, Microsoft Office software, Reading Comprehension, Salesforce software, Writing"
1631,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Monitoring, Speaking"
1633,Manufacturing Director,Industrial Production Managers,10,5,5,"Active Listening, Learning Strategies, Monitoring, Reading Comprehension, Speaking"
1635,Manufacturing Director,Industrial Production Managers,10,6,4,"Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Monitoring"
1638,Manufacturing Director,Industrial Production Managers,10,9,1,Learning Strategies
1639,Sales Executive,Sales Managers,10,6,4,"Critical Thinking, Microsoft Office software, Monitoring, Speaking"
1640,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Reading Comprehension"
1641,Manufacturing Director,Industrial Production Managers,10,9,1,Reading Comprehension
1642,Human Resources,Human Resources Specialists,10,8,2,"Applicant tracking software, Speaking"
1644,Manager,General and Operations Managers,9,5,4,"Active Learning, Active Listening, Reading Comprehension, Speaking"
1645,Sales Executive,Sales Managers,10,8,2,"Microsoft Excel, Monitoring"
1646,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Science"
1647,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Monitoring"
1648,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Monitoring, Reading Comprehension"
1649,Laboratory Technician,Chemical Technicians,9,6,3,"Critical Thinking, Microsoft Excel, Microsoft Outlook"
1650,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Outlook, Monitoring"
1651,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,5,5,"Critical Thinking, Microsoft Excel, Microsoft Office software, Reading Comprehension, Speaking"
1653,Manufacturing Director,Industrial Production Managers,10,6,4,"Critical Thinking, Learning Strategies, Microsoft Office software, Reading Comprehension"
1654,Manufacturing Director,Industrial Production Managers,10,5,5,"Active Listening, Learning Strategies, Microsoft Office software, Microsoft Outlook, Reading Comprehension"
1655,Research Director,Natural Sciences Managers,9,8,1,Critical Thinking
1656,Research Director,Natural Sciences Managers,9,6,3,"Microsoft PowerPoint, Reading Comprehension, Science"
1657,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Writing"
1658,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Critical Thinking, Science"
1659,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Reading Comprehension"
1661,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Critical Thinking, Microsoft Excel, Reading Comprehension, Salesforce software"
1662,Manufacturing Director,Industrial Production Managers,10,5,5,"Learning Strategies, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension"
1664,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,9,1,Microsoft Office software
1665,Manager,General and Operations Managers,9,5,4,"Active Learning, Active Listening, Microsoft Excel, Microsoft PowerPoint"
1666,Research Director,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft PowerPoint, Monitoring, Science"
1667,Sales Executive,Sales Managers,10,7,3,"Active Listening, Microsoft Outlook, Monitoring"
1668,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Microsoft PowerPoint"
1669,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Excel, Microsoft Outlook"
1670,Sales Executive,Sales Managers,10,8,2,"Active Listening, Microsoft Excel"
1671,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Office software, Microsoft PowerPoint, Monitoring, Writing"
1673,Sales Executive,Sales Managers,10,6,4,"Active Listening, Microsoft Excel, Microsoft PowerPoint, Reading Comprehension"
1674,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Office software, Microsoft Outlook, Reading Comprehension"
1675,Laboratory Technician,Chemical Technicians,9,6,3,"Critical Thinking, Microsoft Outlook, Monitoring"
1676,Manager,General and Operations Managers,9,6,3,"Critical Thinking, Microsoft Office software, Monitoring"
1677,Manager,General and Operations Managers,9,7,2,"Active Listening, Microsoft PowerPoint"
1678,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Reading Comprehension"
1680,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Microsoft Excel, Reading Comprehension, Salesforce software, Writing"
1681,Sales Executive,Sales Managers,10,8,2,"Active Learning, Monitoring"
1682,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Excel, Salesforce software"
1683,Human Resources,Human Resources Specialists,10,6,4,"Active Listening, Applicant tracking software, Critical Thinking, Microsoft Excel"
1684,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Outlook
1687,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Outlook, Monitoring"
1689,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Excel, Speaking"
1691,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Critical Thinking, Microsoft Office software"
1692,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Outlook, Science, Writing"
1693,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Reading Comprehension, Science"
1694,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft PowerPoint, Writing"
1696,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Science"
1697,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Outlook, Salesforce software"
1698,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Reading Comprehension"
1700,Sales Executive,Sales Managers,10,5,5,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Speaking"
1701,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft Office software, Writing"
1702,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Microsoft Excel, Reading Comprehension"
1703,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,9,1,Active Learning
1704,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Critical Thinking, Microsoft PowerPoint"
1706,Sales Executive,Sales Managers,10,5,5,"Critical Thinking, Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension, Speaking"
1707,Research Scientist,Natural Sciences Managers,9,8,1,Active Listening
1708,Sales Executive,Sales Managers,10,7,3,"Microsoft Excel, Microsoft Office software, Reading Comprehension"
1709,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Outlook, Monitoring, Reading Comprehension"
1710,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Critical Thinking, Microsoft Excel"
1712,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Learning, Microsoft Outlook, Reading Comprehension"
1714,Human Resources,Human Resources Specialists,10,6,4,"Active Listening, Critical Thinking, Microsoft Outlook, Writing"
1716,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Microsoft Excel, Monitoring"
1718,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Excel, Science, Writing"
1719,Research Director,Natural Sciences Managers,9,7,2,"Science, Writing"
1720,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft PowerPoint, Monitoring, Reading Comprehension"
1721,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Excel, Monitoring, Science"
1722,Human Resources,Human Resources Specialists,10,6,4,"Active Learning, Active Listening, Critical Thinking, Writing"
1724,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft Outlook, Microsoft PowerPoint"
1725,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Critical Thinking, Reading Comprehension, Writing"
1727,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Listening, Critical Thinking, Microsoft Excel, Microsoft Outlook"
1728,Manufacturing Director,Industrial Production Managers,10,8,2,"Critical Thinking, Reading Comprehension"
1729,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint"
1731,Sales Executive,Sales Managers,10,6,4,"Microsoft Excel, Monitoring, Reading Comprehension, Speaking"
1732,Sales Executive,Sales Managers,10,5,5,"Active Listening, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Monitoring"
1733,Sales Executive,Sales Managers,10,6,4,"Active Learning, Critical Thinking, Microsoft Outlook, Microsoft PowerPoint"
1734,Sales Executive,Sales Managers,10,6,4,"Active Listening, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint"
1735,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Critical Thinking"
1736,Manufacturing Director,Industrial Production Managers,10,5,5,"Critical Thinking, Learning Strategies, Microsoft Office software, Microsoft PowerPoint, Reading Comprehension"
1737,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Monitoring"
1739,Sales Executive,Sales Managers,10,7,3,"Active Listening, Microsoft Office software, Speaking"
1740,Manager,General and Operations Managers,9,6,3,"Active Listening, Critical Thinking, Reading Comprehension"
1744,Human Resources,Human Resources Specialists,10,6,4,"Active Learning, Critical Thinking, Reading Comprehension, Writing"
1745,Research Scientist,Natural Sciences Managers,9,7,2,"Active Listening, Microsoft Office software"
1746,Human Resources,Human Resources Specialists,10,9,1,Microsoft Outlook
1747,Human Resources,Human Resources Specialists,10,5,5,"Active Listening, Applicant tracking software, Microsoft Excel, Reading Comprehension, Writing"
1749,Sales Executive,Sales Managers,10,8,2,"Critical Thinking, Monitoring"
1751,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Reading Comprehension"
1752,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Learning, Critical Thinking"
1753,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Microsoft Office software, Reading Comprehension, Speaking, Writing"
1754,Sales Executive,Sales Managers,10,8,2,"Critical Thinking, Reading Comprehension"
1755,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Office software, Microsoft PowerPoint, Monitoring, Science"
1756,Sales Executive,Sales Managers,10,8,2,"Active Learning, Microsoft Excel"
1757,Sales Executive,Sales Managers,10,5,5,"Active Learning, Active Listening, Critical Thinking, Microsoft Outlook, Speaking"
1758,Sales Executive,Sales Managers,10,5,5,"Critical Thinking, Microsoft Office software, Microsoft PowerPoint, Monitoring, Speaking"
1760,Laboratory Technician,Chemical Technicians,9,5,4,"Microsoft Excel, Microsoft Office software, Science, Writing"
1761,Sales Executive,Sales Managers,10,5,5,"Active Listening, Critical Thinking, Microsoft Outlook, Microsoft PowerPoint, Monitoring"
1762,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft PowerPoint, Monitoring"
1763,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Active Learning, Active Listening"
1764,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft Excel, Monitoring"
1766,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Microsoft Office software, Reading Comprehension, Speaking, Writing"
1767,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Office software, Microsoft PowerPoint, Science"
1768,Laboratory Technician,Chemical Technicians,9,5,4,"Microsoft Excel, Microsoft Office software, Microsoft Outlook, Reading Comprehension"
1770,Research Director,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft Office software, Microsoft PowerPoint"
1771,Research Scientist,Natural Sciences Managers,9,7,2,"Active Listening, Writing"
1772,Laboratory Technician,Chemical Technicians,9,5,4,"Microsoft Excel, Microsoft Office software, Science, Writing"
1774,Sales Executive,Sales Managers,10,7,3,"Active Listening, Microsoft Outlook, Speaking"
1775,Manufacturing Director,Industrial Production Managers,10,7,3,"Microsoft Office software, Microsoft PowerPoint, Monitoring"
1778,Human Resources,Human Resources Specialists,10,6,4,"Critical Thinking, Reading Comprehension, Speaking, Writing"
1779,Sales Executive,Sales Managers,10,9,1,Critical Thinking
1780,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Salesforce software, Writing"
1782,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Excel, Monitoring, Science"
1783,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Microsoft Excel"
1784,Sales Executive,Sales Managers,10,6,4,"Active Listening, Microsoft Excel, Microsoft Office software, Monitoring"
1786,Manager,General and Operations Managers,9,6,3,"Active Learning, Active Listening, Microsoft PowerPoint"
1787,Sales Executive,Sales Managers,10,8,2,"Active Listening, Microsoft Outlook"
1789,Research Director,Natural Sciences Managers,9,8,1,Science
1790,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Listening, Microsoft Excel, Speaking, Writing"
1792,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Office software, Microsoft PowerPoint, Monitoring, Writing"
1794,Human Resources,Human Resources Specialists,10,8,2,"Active Learning, Critical Thinking"
1797,Sales Executive,Sales Managers,10,8,2,"Microsoft Excel, Speaking"
1798,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Science"
1799,Research Scientist,Natural Sciences Managers,9,7,2,"Active Listening, Microsoft Office software"
1800,Research Director,Natural Sciences Managers,9,6,3,"Microsoft Office software, Reading Comprehension, Science"
1801,Sales Executive,Sales Managers,10,8,2,"Microsoft Excel, Reading Comprehension"
1802,Laboratory Technician,Chemical Technicians,9,8,1,Writing
1803,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Listening, Microsoft Excel, Writing"
1804,Manufacturing Director,Industrial Production Managers,10,5,5,"Active Listening, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Monitoring"
1805,Human Resources,Human Resources Specialists,10,6,4,"Active Listening, Applicant tracking software, Microsoft Office software, Microsoft Outlook"
1807,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Microsoft Office software, Microsoft Outlook"
1809,Manufacturing Director,Industrial Production Managers,10,9,1,Critical Thinking
1812,Sales Executive,Sales Managers,10,8,2,"Microsoft Outlook, Speaking"
1813,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Office software, Microsoft PowerPoint, Monitoring"
1814,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Reading Comprehension, Salesforce software, Speaking"
1815,Sales Executive,Sales Managers,10,6,4,"Microsoft Excel, Microsoft Outlook, Reading Comprehension, Speaking"
1816,Manufacturing Director,Industrial Production Managers,10,9,1,Microsoft Excel
1818,Human Resources,Human Resources Specialists,10,8,2,"Microsoft Excel, Reading Comprehension"
1821,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Critical Thinking, Microsoft Excel"
1822,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Office software, Writing"
1823,Sales Executive,Sales Managers,10,6,4,"Microsoft Excel, Microsoft PowerPoint, Monitoring, Reading Comprehension"
1824,Manager,General and Operations Managers,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Reading Comprehension"
1826,Laboratory Technician,Chemical Technicians,9,8,1,Reading Comprehension
1827,Manufacturing Director,Industrial Production Managers,10,5,5,"Active Listening, Learning Strategies, Microsoft Office software, Monitoring, Reading Comprehension"
1829,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Microsoft Excel, Microsoft Office software, Salesforce software"
1830,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Microsoft PowerPoint"
1833,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Excel, Microsoft Office software, Reading Comprehension"
1834,Research Scientist,Natural Sciences Managers,9,7,2,"Active Listening, Science"
1835,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,6,3,"Active Learning, Microsoft Office software, Salesforce software"
1836,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Speaking"
1837,Research Director,Natural Sciences Managers,9,8,1,Writing
1839,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft PowerPoint
1842,Human Resources,Human Resources Specialists,10,8,2,"Active Listening, Critical Thinking"
1844,Human Resources,Human Resources Specialists,10,9,1,Microsoft Excel
1845,Sales Executive,Sales Managers,10,7,3,"Microsoft Outlook, Monitoring, Reading Comprehension"
1847,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Science"
1849,Sales Executive,Sales Managers,10,9,1,Microsoft PowerPoint
1850,Laboratory Technician,Chemical Technicians,9,8,1,Science
1852,Laboratory Technician,Chemical Technicians,9,6,3,"Monitoring, Reading Comprehension, Writing"
1853,Sales Executive,Sales Managers,10,5,5,"Active Learning, Critical Thinking, Microsoft Outlook, Microsoft PowerPoint, Monitoring"
1854,Research Scientist,Natural Sciences Managers,9,8,1,Science
1856,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Microsoft Outlook"
1857,Manufacturing Director,Industrial Production Managers,10,7,3,"Microsoft Office software, Microsoft PowerPoint, Speaking"
1858,Human Resources,Human Resources Specialists,10,6,4,"Active Listening, Microsoft Office software, Microsoft Outlook, Speaking"
1859,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Outlook, Speaking"
1860,Laboratory Technician,Chemical Technicians,9,8,1,Reading Comprehension
1862,Sales Executive,Sales Managers,10,6,4,"Critical Thinking, Microsoft Excel, Monitoring, Reading Comprehension"
1863,Sales Executive,Sales Managers,10,7,3,"Active Listening, Microsoft Outlook, Reading Comprehension"
1864,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Reading Comprehension"
1865,Human Resources,Human Resources Specialists,10,9,1,Microsoft Office software
1866,Manager,General and Operations Managers,9,7,2,"Active Learning, Microsoft Excel"
1867,Research Director,Natural Sciences Managers,9,7,2,"Microsoft Office software, Science"
1868,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Microsoft PowerPoint, Reading Comprehension"
1869,Sales Executive,Sales Managers,10,9,1,Monitoring
1870,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Monitoring"
1871,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Critical Thinking, Microsoft Excel"
1873,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Excel, Science, Writing"
1875,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Active Learning, Microsoft Excel, Microsoft Office software, Salesforce software"
1876,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Microsoft Excel"
1878,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Reading Comprehension"
1880,Sales Executive,Sales Managers,10,8,2,"Critical Thinking, Monitoring"
1881,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Outlook
1882,Sales Executive,Sales Managers,10,8,2,"Critical Thinking, Reading Comprehension"
1883,Laboratory Technician,Chemical Technicians,9,8,1,Microsoft Outlook
1885,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Science"
1886,Manufacturing Director,Industrial Production Managers,10,6,4,"Active Listening, Microsoft Outlook, Microsoft PowerPoint, Monitoring"
1888,Manufacturing Director,Industrial Production Managers,10,7,3,"Learning Strategies, Microsoft Office software, Microsoft PowerPoint"
1890,Human Resources,Human Resources Specialists,10,6,4,"Active Listening, Microsoft Excel, Microsoft Office software, Writing"
1892,Manager,General and Operations Managers,9,6,3,"Microsoft Excel, Microsoft PowerPoint, Speaking"
1893,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft PowerPoint, Reading Comprehension, Science"
1898,Sales Executive,Sales Managers,10,8,2,"Critical Thinking, Microsoft PowerPoint"
1900,Manager,General and Operations Managers,9,5,4,"Active Listening, Critical Thinking, Microsoft Excel, Microsoft Office software"
1903,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Learning, Active Listening, Reading Comprehension"
